Region 	Source 	2MASS/SSTc2d 	RA 	Dec 	EDR3_plx 	EDR3_err_plx 	EDR3_RUWE 	EDR3_Dist_PPVII 	PM_EDR3_mas 	Disk 	Disk_Flag 	Observatory 	Freq_GHz 	Wavelength 	Beam_arcsec 	RMS_mJy/beam 	Survey_Ref 	Flux_mJy_Standardized 	Mdust_Mearth_Standardized 	Mdust_Mearth_PPVII 	Size_as 	eSize_as 	Hendler20_lR68 	Hendler20_R68_arcsec 	Hendler20_R68_au_DR3 	ref_spt 	Source_check 	Teff_HH14 	Lstar_DR3 	logLacc_DR3 	Mstar_B15_DR3 	logMacc_B15_DR3 	Mstar_S00_DR3 	logMacc_S00_DR3 	Mstar_Fei_DR3 	logMacc_Fei_DR3 	Mstar_PPVII 	logMacc_PPVII 	notes_Macc_PPVII
Lupus 	Sz96 	J16081263-3908334 	16:08:12.615 	-39:08:33.835 	6.4113 	0.0199 	1.045 	155.97 	[-10.251, -23.369] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.24, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[4.08, 1.42] 	[1.04, 1.04] 	1.04 	[, ] 	[, ] 	< 	0.13 	20.2761 	Alcala+14,17,19 	Sz96 	3720 	0.416 	-2.513 	0.463 	-9.387 	0.4749 	-9.398 	0.46 	-9.39 	0.463 	-9.387 	--
Lupus 	J16081497-3857145 	J16081497-3857145 	16:08:14.960 	-38:57:14.910 	6.6301 	0.6582 	1.593 	150.83 	[-10.408, -28.088] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.25, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[8.32, 3.40] 	[1.98, 2.32] 	2.32 	[, ] 	[, ] 	-- 	0.11 	16.5913 	Alcala+14,17,19 	J16081497-3857145 	2920 	0.009 	-3.643 	0.065 	-10.28 	nan 	nan 	nan 	nan 	0.065 	-10.28 	--
Lupus 	Sz97 	J16082180-3904214 	16:08:21.787 	-39:04:21.860 	6.3556 	0.0262 	1.130 	157.34 	[-9.028, -23.997] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.23, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[4.64, 1.97] 	[1.20, 1.47] 	1.47 	[, ] 	[, ] 	< 	0.09 	14.1606 	Alcala+14,17,19 	Sz97 	3190 	0.109 	-3.112 	0.195 	-9.769 	0.2 	-9.778 	0.18 	-9.72 	0.195 	-9.769 	--
Lupus 	Sz98 	J16082249-3904464 	16:08:22.479 	-39:04:46.857 	6.3990 	0.0233 	1.619 	156.27 	[-9.622, -24.495] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.51, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[237.29, 103.35] 	[60.55, 75.85] 	75.85 	[, 0.95] 	[, 0.02] 	-- 	0.82 	128.1414 	Alcala+14,17,19 	Sz98 	4020 	1.53 	-0.709 	0.639 	-7.509 	0.705 	-7.551 	0.55 	-7.44 	0.55 	-7.44 	--
Lupus 	Sz99 	J16082404-3905494 	16:08:24.040 	-39:05:49.400 	6.3175 	0.0429 	1.114 	158.29 	[-9.155, -23.676] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.22, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.54, <0.27] 	[ <0.14, <0.20] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 	Alcala+14,17,19 	Sz99 	3190 	0.049 	-2.804 	0.184 	-9.607 	0.1725 	-9.578 	0.16 	-9.56 	0.184 	-9.607 	--
Lupus 	Sz100 	J16082576-3906011 	16:08:25.747 	-39:06:01.601 	7.0902 	0.1315 	3.882 	158 	[-10.260, -22.159] 	TD 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.30, 0.13] 	[Ansdell+2016, Ansdell+2018] 	[54.85, 21.71] 	[14.31, 16.29] 	16.29 	[, 0.41] 	[, 0.01] 	-- 	0.26 	41.08 	Alcala+14,17,19 	Sz100 	2920 	0.106 	-3.205 	0.13 	-9.614 	0.1024 	-9.51 	0.11 	-9.54 	0.13 	-9.614 	--
Lupus 	J160828.1-391310 	J160828.1-391310 	16:08:28.100 	-39:13:10.000 	5.8895 	0.1966 	1.072 	169.79 	[-14.586, -21.087] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.24, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.54, <0.27] 	[ <0.16, <0.23] 	<0.23 	[, ] 	[, ] 	-- 	-- 	-- 	Alcala+14,17,19 	J160828.1-391310 	2815 	0.046 	-5.037 	0.07 	-11.32 	nan 	nan 	nan 	nan 	0.07 	-11.32 	<
Lupus 	Sz102 	J16082972-3903110 	16:08:29.725 	-39:03:11.409 	1.4371 	0.4857 	5.179 	158 	[-5.596, -22.511] 	II 	1 	[ALMA, ALMA] 	[??, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.34, 0.08] 	[Sanchis+2019, Ansdell+2018] 	[14.69, 6.20] 	[3.83, 4.65] 	4.65 	[, ] 	[, ] 	-- 	-- 	-- 	Alcala+14,17,19 	Sz102 	4710 	0.009 	-2.202 	nan 	nan 	nan 	nan 	nan 	nan 	nan 	nan 	SL
Lupus 	Sz103 	J16083026-3906111 	16:08:30.254 	-39:06:11.538 	6.3632 	0.0417 	1.196 	157.15 	[-9.166, -23.301] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.24, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[11.54, 4.76] 	[2.98, 3.53] 	3.53 	[, ] 	[, ] 	-- 	0.09 	14.1435 	Alcala+14,17,19 	Sz103 	3190 	0.116 	-2.612 	0.193 	-9.251 	0.2 	-9.265 	0.18 	-9.22 	0.193 	-9.251 	--
Lupus 	J16083070-3828268 	J16083070-3828268 	16:08:30.687 	-38:28:27.280 	6.5180 	0.0305 	1.941 	158 	[-9.891, -25.283] 	TD 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.48, 0.15] 	[Ansdell+2016, Ansdell+2018] 	[135.31, 38.76] 	[35.29, 29.08] 	29.08 	[, ] 	[, ] 	-- 	0.57 	90.06 	Alcala+14,17,19 	J16083070-3828268 	4710 	1.884 	-2.009 	1.399 	-9.241 	1.5449 	-9.284 	1.27 	-9.2 	1.27 	-9.2 	<
Lupus 	Sz104 	J16083081-3905488 	16:08:30.798 	-39:05:49.238 	6.2574 	0.0416 	1.153 	159.81 	[-8.931, -24.411] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.25, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[3.15, 1.07] 	[0.84, 0.82] 	0.82 	[, ] 	[, ] 	< 	0.26 	41.5506 	Alcala+14,17,19 	Sz104 	2980 	0.065 	-3.39 	0.108 	-9.844 	0.105 	-9.829 	0.09 	-9.76 	0.108 	-9.844 	--
Lupus 	J160831.1-385600 	J160831.1-385600 	16:08:31.100 	-38:56:00.000 	-- 	-- 	-- 	158 	[, ] 	F 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.32, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.78, <0.27] 	[ <0.20, <0.20] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	J160831.1-385600 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
Lupus 	V856Sco 	J16083427-3906181 	16:08:34.274 	-39:06:18.737 	6.3057 	0.0340 	1.283 	158.59 	[-9.068, -23.030] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.36, 0.12] 	[Ansdell+2016, Ansdell+2018] 	[55.81, 23.03] 	[14.67, 17.41] 	17.41 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	V856Sco 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
Lupus 	V1094Sco 	J16083617-3923024 	16:08:36.160 	-39:23:02.879 	6.4615 	0.0318 	2.068 	158 	[-9.980, -23.255] 	II 	1 	[ALMA, ALMA] 	[??, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.37, 0.09] 	[Sanchis+2019, Ansdell+2018] 	[553.17, 180.00] 	[144.29, 135.05] 	135.05 	[, 1.67] 	[, 0.1] 	-- 	-- 	-- 	Alcala+14,17,19 	V1094Sco 	4115 	1.21 	-1.007 	0.734 	-7.94 	0.795 	-7.97 	0.64 	-7.88 	0.64 	-7.88 	--
Lupus 	Sz106 	J16083976-3906253 	16:08:39.743 	-39:06:25.701 	6.3006 	0.0306 	1.141 	158.72 	[-11.010, -23.555] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.26, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[1.99, 0.71] 	[0.52, 0.54] 	0.54 	[, ] 	[, ] 	-- 	-- 	-- 	Alcala+14,17,19 	Sz106 	3810 	0.057 	-2.695 	0.551 	-10.09 	0.5099 	-10.06 	0.55 	-10.09 	0.551 	-10.09 	SL
Lupus 	Sz108B 	J160842.9-390615 	16:08:42.870 	-39:06:15.039 	6.2027 	0.0631 	1.211 	161.22 	[-10.679, -21.777] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.26, 0.11] 	[Ansdell+2016, Ansdell+2018] 	[26.77, 11.88] 	[7.27, 9.28] 	9.28 	[, ] 	[, ] 	-- 	-- 	-- 	Alcala+14,17,19 	Sz108B 	2980 	0.1 	-3.09 	0.124 	-9.512 	0.1225 	-9.504 	0.11 	-9.44 	0.124 	-9.512 	--
Lupus 	J16084940-3905393 	J16084940-3905393 	16:08:49.382 	-39:05:39.825 	6.2427 	0.0955 	1.150 	160.19 	[-10.201, -23.536] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.21, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[1.70, 0.69] 	[0.46, 0.53] 	0.53 	[, ] 	[, ] 	< 	0.76 	121.7444 	Alcala+14,17,19 	J16084940-3905393 	3190 	0.151 	-3.095 	0.189 	-9.666 	0.2125 	-9.717 	0.18 	-9.65 	0.189 	-9.666 	--
Lupus 	V1192Sco 	J16085143-3905304 	16:08:51.425 	-39:05:30.890 	6.7980 	0.4753 	1.263 	147.10 	[-7.756, -24.123] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.24, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[0.91, 0.35] 	[0.21, 0.23] 	0.23 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	V1192Sco 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
Lupus 	Sz110 	J16085157-3903177 	16:08:51.553 	-39:03:18.087 	6.3496 	0.0238 	1.346 	157.49 	[-9.508, -23.275] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.23, 0.11] 	[Ansdell+2016, Ansdell+2018] 	[15.40, 7.37] 	[3.99, 5.49] 	5.49 	[, ] 	[, ] 	-- 	0.1 	15.749 	Alcala+14,17,19 	Sz110 	3190 	0.175 	-2.211 	0.189 	-8.751 	0.2175 	-8.811 	0.19 	-8.75 	0.189 	-8.751 	--
Lupus 	J16085324-3914401 	J16085324-3914401 	16:08:53.227 	-39:14:40.553 	6.1349 	0.0485 	1.141 	163.00 	[-10.514, -23.799] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.23, 0.11] 	[Ansdell+2016, Ansdell+2018] 	[19.57, 7.98] 	[5.43, 6.37] 	6.37 	[, ] 	[, ] 	-- 	0.08 	13.04 	Alcala+14,17,19 	J16085324-3914401 	3410 	0.198 	-3.274 	0.291 	-10.03 	0.31 	-10.06 	0.31 	-10.06 	0.291 	-10.03 	--
Lupus 	J16085373-3914367 	J16085373-3914367 	16:08:53.725 	-39:14:37.170 	6.7242 	2.0758 	1.322 	148.72 	[-10.112, -22.088] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.20, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[3.17, 1.04] 	[0.73, 0.69] 	0.69 	[, ] 	[, ] 	< 	0.17 	25.2824 	Alcala+14,17,19 	J16085373-3914367 	2920 	0.003 	-3.957 	0.068 	-10.81 	nan 	nan 	0.09 	-10.94 	0.068 	-10.81 	--
Lupus 	Sz111 	J16085468-3937431 	16:08:54.671 	-39:37:43.528 	6.3145 	0.0205 	1.300 	158.37 	[-9.676, -22.674] 	TD 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.33, 0.13] 	[Ansdell+2016, Ansdell+2018] 	[179.39, 60.29] 	[47.01, 45.44] 	45.44 	[, 0.67] 	[, 0.01] 	-- 	0.46 	72.8502 	Alcala+14,17,19 	Sz111 	3720 	0.21 	-2.399 	0.52 	-9.473 	0.4675 	-9.426 	0.53 	-9.48 	0.52 	-9.473 	--
Lupus 	J16085529-3848481 	J16085529-3848481 	16:08:55.275 	-38:48:48.551 	6.4262 	0.0893 	1.042 	155.61 	[-10.915, -23.594] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.26, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[1.81, 0.71] 	[0.46, 0.52] 	0.52 	[, ] 	[, ] 	-- 	-- 	-- 	Alcala+14,17,19 	J16085529-3848481 	2815 	0.048 	-4.32 	0.071 	-10.6 	nan 	nan 	nan 	nan 	0.071 	-10.6 	--
Lupus 	Sz112 	J16085553-3902339 	16:08:55.513 	-39:02:34.359 	6.2774 	0.0300 	1.091 	159.30 	[-10.061, -24.248] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.21, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[3.89, 1.45] 	[1.03, 1.11] 	1.11 	[, ] 	[, ] 	< 	0.1 	15.93 	Alcala+14,17,19 	Sz112 	2980 	0.118 	-3.395 	0.136 	-9.82 	0.135 	-9.814 	0.12 	-9.76 	0.136 	-9.82 	--
Lupus 	Sz113 	J16085780-3902227 	16:08:57.786 	-39:02:23.260 	6.2294 	0.0536 	1.269 	160.53 	[-9.748, -23.218] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.22, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[22.35, 10.46] 	[6.02, 8.10] 	8.1 	[, ] 	[, ] 	-- 	0.08 	12.8424 	Alcala+14,17,19 	Sz113 	3085 	0.038 	-2.294 	0.136 	-8.99 	0.1174 	-8.926 	0.12 	-8.92 	0.136 	-8.99 	--
Lupus 	J16085828-3907355 	J16085828-3907355 	16:08:58.270 	-39:07:35.500 	-- 	-- 	-- 	158 	[, ] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.31, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.75, <0.27] 	[ <0.20, <0.20] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	J16085828-3907355 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
Lupus 	J16085834-3907491 	J16085834-3907491 	16:08:58.300 	-39:07:49.400 	-- 	-- 	-- 	158 	[, ] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.34, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.78, <0.27] 	[ <0.20, <0.20] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	J16085834-3907491 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
Lupus 	J16090141-3925119 	J16090141-3925119 	16:09:01.400 	-39:25:12.375 	6.2816 	0.0472 	1.402 	159.20 	[-9.824, -23.805] 	TD 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.30, 0.11] 	[Ansdell+2016, Ansdell+2018] 	[17.50, 5.53] 	[4.63, 4.21] 	4.21 	[, ] 	[, ] 	-- 	0.49 	78.008 	Alcala+14,17,19 	J16090141-3925119 	3190 	0.093 	-3.197 	0.198 	-9.893 	0.1975 	-9.891 	0.18 	-9.84 	0.198 	-9.893 	--
Lupus 	Sz114 	J16090185-3905124 	16:09:01.831 	-39:05:12.805 	6.3792 	0.0231 	1.455 	156.76 	[-9.518, -24.035] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.32, 0.11] 	[Ansdell+2016, Ansdell+2018] 	[96.41, 41.45] 	[24.75, 30.61] 	30.61 	[, ] 	[, ] 	-- 	0.27 	42.3252 	Alcala+14,17,19 	Sz114 	3022 	0.196 	-2.709 	nan 	nan 	0.17 	-9.132 	0.16 	-9.1 	0.16 	-9.1 	--
Lupus 	Sz115 	J16090621-3908518 	16:09:06.210 	-39:08:51.800 	6.4176 	0.0380 	1.517 	155.82 	[-11.225, -24.055] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.24, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.54, <0.27] 	[ <0.14, <0.20] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 	Alcala+14,17,19 	Sz115 	3085 	0.107 	-2.921 	0.153 	-9.448 	0.1624 	-9.473 	0.13 	-9.39 	0.153 	-9.448 	--
Lupus 	J16091644-3904438 	J16091644-3904438 	16:09:16.430 	-39:04:43.700 	-- 	-- 	-- 	158 	[, ] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.34, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.78, <0.30] 	[ <0.20, <0.23] 	<0.23 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	J16091644-3904438 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
Lupus 	J16092032-3904015 	J16092032-3904015 	16:09:20.300 	-39:04:01.600 	-- 	-- 	-- 	158 	[, ] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.34, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.72, <0.27] 	[ <0.19, <0.20] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	J16092032-3904015 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
Lupus 	J16092317-3904074 	J16092317-3904074 	16:09:23.150 	-39:04:07.400 	-- 	-- 	-- 	158 	[, ] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.34, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.78, <0.27] 	[ <0.20, <0.20] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	J16092317-3904074 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
Lupus 	J16092697-3836269 	J16092697-3836269 	16:09:26.967 	-38:36:27.324 	6.2817 	0.0666 	1.100 	159.19 	[-9.252, -22.947] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.35, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[3.89, 1.76] 	[1.03, 1.34] 	1.34 	[, ] 	[, ] 	-- 	-- 	-- 	Alcala+14,17,19 	J16092697-3836269 	3085 	0.069 	-1.5 	0.149 	-8.108 	0.14 	-8.08 	0.13 	-8.04 	0.149 	-8.108 	--
Lupus 	J160934.2-391513 	J160934.2-391513 	16:09:34.180 	-39:15:12.700 	-- 	-- 	-- 	158 	[, ] 	F 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.34, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.84, <0.27] 	[ <0.22, <0.20] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	J160934.2-391513 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
Lupus 	J16093928-3904316 	J16093928-3904316 	16:09:39.290 	-39:04:31.800 	-- 	-- 	-- 	158 	[, ] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.33, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.78, <0.27] 	[ <0.20, <0.20] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	J16093928-3904316 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
Lupus 	Sz117 	J16094434-3913301 	16:09:44.348 	-39:13:30.555 	6.3715 	0.0198 	1.209 	156.95 	[-8.167, -24.437] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.25, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[10.47, 4.26] 	[2.69, 3.15] 	3.15 	[, ] 	[, ] 	< 	0.08 	12.556 	Alcala+14,17,19 	Sz117 	3300 	0.274 	-2.308 	0.237 	-8.88 	0.2725 	-8.939 	0.24 	-8.89 	0.237 	-8.88 	--
Lupus 	Sz118 	J16094864-3911169 	16:09:48.641 	-39:11:17.257 	6.1935 	0.0252 	1.580 	161.46 	[-10.573, -23.570] 	TD 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.57, 0.13] 	[Ansdell+2016, Ansdell+2018] 	[63.34, 23.45] 	[17.25, 18.37] 	18.37 	[, ] 	[, ] 	-- 	0.37 	59.7402 	Alcala+14,17,19 	Sz118 	4210 	0.698 	-1.983 	0.878 	-9.13 	0.9549 	-9.166 	0.83 	-9.11 	0.83 	-9.11 	--
Lupus 	J16095628-3859518 	J16095628-3859518 	16:09:56.281 	-38:59:51.973 	6.3665 	0.0804 	1.012 	157.07 	[-9.080, -24.244] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.24, 0.11] 	[Ansdell+2016, Ansdell+2018] 	[7.44, 2.99] 	[1.92, 2.22] 	2.22 	[, ] 	[, ] 	-- 	0.1 	15.707 	Alcala+14,17,19 	J16095628-3859518 	2860 	0.02 	-4.309 	0.057 	-10.7 	nan 	nan 	nan 	nan 	0.057 	-10.7 	--
Lupus 	J16100133-3906449 	J16100133-3906449 	16:10:01.320 	-39:06:44.900 	5.4313 	0.1656 	1.258 	184.12 	[-10.587, -23.981] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.30, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.75, <0.27] 	[ <0.27, <0.28] 	<0.28 	[, ] 	[, ] 	-- 	-- 	-- 	Alcala+14,17,19 	J16100133-3906449 	2815 	0.173 	-3.468 	nan 	nan 	0.1 	-9.625 	nan 	nan 	0.1 	-9.625 	--
Lupus 	J16101307-3846165 	J16101307-3846165 	16:10:13.060 	-38:46:16.800 	6.8894 	0.2427 	0.963 	145.15 	[-16.222, -26.469] 	F 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.24, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.57, <0.27] 	[ <0.13, <0.17] 	<0.17 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	J16101307-3846165 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
Lupus 	J16101857-3836125 	J16101857-3836125 	16:10:18.560 	-38:36:13.000 	6.2267 	0.0982 	1.043 	160.60 	[-8.994, -25.216] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.22, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.54, <0.27] 	[ <0.15, <0.21] 	<0.21 	[, ] 	[, ] 	-- 	-- 	-- 	Alcala+14,17,19 	J16101857-3836125 	2980 	0.04 	-3.99 	0.096 	-10.49 	0.1 	-10.51 	0.09 	-10.46 	0.096 	-10.49 	--
Lupus 	J16101984-3836065 	J16101984-3836065 	16:10:19.840 	-38:36:06.800 	6.2989 	0.1152 	1.043 	158.76 	[-8.978, -25.243] 	II 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.23, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.57, <0.27] 	[ <0.15, <0.20] 	<0.20 	[, ] 	[, ] 	< 	0.67 	106.3692 	Alcala+14,17,19 	J16101984-3836065 	2815 	0.04 	-4.099 	0.061 	-10.35 	nan 	nan 	nan 	nan 	0.061 	-10.35 	--
Lupus 	J16102741-3902299 	J16102741-3902299 	16:10:27.430 	-39:02:30.200 	-- 	-- 	-- 	158 	[, ] 	F 	1 	[ALMA, ALMA] 	[335.8, 225.66] 	[0.890, 1.33] 	[0.34x0.28, 0.25x0.24] 	[0.33, 0.10] 	[Ansdell+2016, Ansdell+2018] 	[ <0.81, <0.27] 	[ <0.21, <0.20] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	J16102741-3902299 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
